Claim Text  Veracity  Category  Published Date
A sheriff's department in Florida announced that they would not protect the Miami Dolphins during the 2017 season in retaliation to a player boycott of the National Anthem.	False	Fake News	2017-09-06
You should leave a window open slightly during a hurricane to equalize pressure.	False	Uncategorized	2005-08-30
Hurricane Irma is projected to be so big that it may become a "Category 6" hurricane; that a new "Category 6" will be invented specifically for Hurricane Irma	False	Science	2017-09-05
Four major hurricanes have hit the United States on 29 August, across 12 years, forming a meaningful pattern.	False	Superstition	2017-08-31
An image shows President Trump rescuing two cats from a flooded area in Texas after Hurricane Harvey in August 2017.	False	Fauxtography	2017-09-05
CNN was caught staging a dramatic rescue during Hurricane Harvey.	False	Fake News	2017-09-01
Only 60 of the 1,566 churches in Houston opened to help the victims of Hurricane Harvey.	False	Fake News	2017-08-31
A photograph shows President Donald Trump reaching out to rescue a Harvey flooding victim.	False	Uncategorized	2017-09-01
Paul Ryan endorsed "antifa," saying that they stood for the "greater good."	False	Politics	2017-08-30
Barack Obama was president when Hurricane Katrina hit New Orleans in 2005.	False	Uncategorized	2017-08-30
Melania Trump wore high heels to visit Texas after Hurricane Harvey.	False	Fauxtography	2017-08-31
CNN published a story about pastor Joel Osteen that mistakenly featured an image of actor Tim Allen.	False	Fauxtography	2017-09-01
There are small islands of fire ants floating in the floodwaters from Tropical Storm Harvey.	True	Uncategorized	2017-08-30
A photograph shows two women holding anti-Father's Day signs in protest of that day's designation.	False	Uncategorized	2016-03-28
A Navy Destroyer crashed into a building in downtown Houston after Hurricane Harvey flooded the city in August 2017.	False	Fauxtography	2017-08-30
Joel Osteen sailed through flooded Houston distributing copies of his book "Your Best Life Now."	False	Fake News	2017-08-29
A photograph shows actor James Earl Jones dressed as Darth Vader alongside 'Star Wars' stars Mark Hamill, Anthony Daniels, and Kenny Baker.	False	Fauxtography	2017-08-30
Katie Couric banished Hillary Clinton from her set in August 2017 after Clinton used a racist word to describe President Obama.	False	Fake News	2017-08-28
A 25-year-old woman was drugged and nearly abducted by sex traffickers in the bathroom of a Shelby Township Meijer in August 2017.	False	Crime	2017-08-29
Anyone who rescues an animal from dangers caused by Tropical Storm Harvey can be prosecuted for theft of an animal in Texas.	False	Crime	2017-08-30
Floyd Mayweather (or Manny Pacquiao) donated a sizable sum of money to Hurricane Harvey relief efforts.	False	Fake News	2017-08-29
Harry Potter author J.K. Rowling exacted revenge on a Twitter critic by monitoring his finances for two years and then buying his home.	False	Entertainment	2017-08-28
A photograph shows President Donald Trump receiving a spray-on tan before a television appearance.	False	Fauxtography	2017-08-29
A group of Black Lives Matter protesters blocked emergency crews from providing aide to those stranded by Hurricane Harvey.	False	Fake News	2017-08-28
Mexican troops provided aid to U.S. residents in the chaotic aftermath of Hurricane Katrina.	True	Hurricane Katrina	2016-09-05
Mickey Mantle sent a crude response when Yankees publicity officials asked him to describe his "outstanding event" at Yankee Stadium.	True	Media Matters	2006-06-26
A photograph shows President Obama and George Soros laughing together.	False	Fauxtography	2017-08-25
Recently discovered satellite photos from Google Earth show that an ancient civilization built pyramids in Antarctica 100 million years ago.	False	Science	2017-08-24
Mariah Carey recorded a cover of Dead Kennedys song "Nazi Punks Fuck Off," with proceeds going to support Antifa.	False	Fake News	2017-08-25
A man turned himself in to police for killing his make-believe companion.	False	Media Matters	2015-05-13
Photograph shows a shark swimming down a Houston street after Hurricane Harvey.	False	Fauxtography	2011-08-29
It is legal in Texas to use deadly force to stop a Confederate statue from being vandalized.	False	Crime	2017-08-23
A series of mugshots show all of the Antifa members who were arrested at a white nationalist rally in Charlottesville, Virginia.	False	Fauxtography	2017-08-23
A screenshot from an episode of	False	Fauxtography	2017-08-24
Cleveland Browns running back Isaiah Crowell once posted to his Instagram profile an artist's rendering of a hooded man cutting the throat of a police officer.	True	Sports	2017-08-24
Boxing promoter Barry Gibson was killed after he revealed that the Mayweather-McGregor fight was going to be fixed.	False	Fake News	2017-08-22
President Ronald Reagan said, "If fascism ever comes to America, it will come in the name of liberalism."	True	Politics	2017-08-24
A cemetery in Delaware, Ohio, is exhuming the bodies of confederate soldiers and relocating them to a nearby dump.	False	Fake News	2017-08-23
Antifa activists announced in August 2017 that they would protest the Sturgis Motorcycle Rally in 2018.	False	Fauxtography	2017-08-22
A worker at a Pepsi or Frooti plant has contaminated those beverage products by injecting HIV-infected blood into them.	False	Food	2011-07-15
An "anti-fascist" stabbed a man in Colorado after mistaking him for a white supremacist because of his haircut.	False	Uncategorized	2017-08-22
Images show a genuine antifa manual created and distributed by the anti-fascist group.	False	Fauxtography	2017-08-21
A photograph shows rays of lights in the shape of a cross during the August 2017 eclipse.	False	Fauxtography	2017-08-22
Green Bay Packers coach Mike McCarthy put something on the field that "pissed off" his "racist" players.	False	Uncategorized	2017-08-23
A photograph captures a solar eclipse as seen from space.	False	Fauxtography	2012-05-21
Every time a particular message is shared, a company will donate money towards the medical care of a 14-year-old boy who was shot by his stepfather while he was defending his 2-year-old sister from rape.	False	Inboxer Rebellion	2010-02-24
A photograph show a solar eclipse over the ocean in the South Pacific.	False	Fauxtography	2016-03-28
Police in Charlottesville were issued a "stand down" order and told to let violence happen.	False	Uncategorized	2017-08-17
Law professor Alice Ristroph wrote in the Atlantic magazine that the 2017 solar eclipse, its path, or those who view it, are "racist."	False	Racial Rumors	2017-08-21
A study determined that the active tuberculosis incidence rate for refugees in San Diego was more than 100 times higher than it was in the rest of the United States.	False	Uncategorized	2017-08-17
Maxine Waters said she fears that Donald Trump would lead the United States into a war, if North Korea launched a nuclear attack.	False	Questionable Quotes	2017-08-18
The death of former BBC investigative reporter Liz MacKean was "suspicious."	False	Media Matters	2017-08-21
A photograph shows a rainbow-colored mountain range in California.	False	Fauxtography	2017-08-18
Counter-demonstrators in Charlottesville did not have the appropriate permits to protest a white supremacist rally.	False	Uncategorized	2017-08-21
NASA scientists "forgot to carry the one," miscalculating the date of an August 2017 solar eclipse by one year.	False	Fake News	2017-08-18
A photograph shows a man on a beach near a mountain that resembles his outline.	True	Fauxtography	2017-08-21
The former Alabama state Attorney general, Bill Baxley, once told a Ku Klux Klan Grand Dragon "kiss my ass" in response to threats.	True	Politics	2017-08-15
On 14 August 2017, protesters removed and destroyed the county flag from the Hennepin County, Minnesota jail, and temporarily replaced it with an Antifa flag.	True	Politics	2017-08-18
The anti-fascist group Antifa created and distributed a flyer calling for the murder of white children.	False	Fauxtography	2017-08-16
As of August 2017, members of the public could potentially gain compensation as part of a class action lawsuit against major cruise companies.	True	Business	2017-08-16
A photograph shows Steve Bannon with a bloody lip.	False	Fauxtography	2017-08-17
A man who was either the organizer of the 2017 white nationalist rally in Charlottesville, Virginia or the driver of the car that ran down protesters, killing one, is a Democrat who was photographed meeting President Obama in the Oval Office.	False	Fake News	2017-08-16
A photograph shows Queen singer Freddie Mercury applying intricate face makeup.	False	Fauxtography	2017-08-17
In 1858, Lincoln expressed his opposition to racial equality and asserted the superiority of white people.	True	History	2017-08-16
A Noah's Ark exhibit at a Christian theme park in Kentucky was destroyed by a flood.	False	Fake News	2016-04-21
A U.S. War Department film from the 1940s warns Americans that political rhetoric condemning minorities and foreigners is a precursor to fascist movements like Nazism.	True	History	2017-08-14
A photograph shows President Trump with "Millennial Matt," an alt-right figure involved in the white nationalist march in Charlottesville.	False	Fauxtography	2017-08-14
